Name,Address,Zipcode,Zip,City,County,State,Country,Timezone,Area Code
Allies Family Solutions,818 East Lander StreetPocatello, ID 83201,83201,Pocatello,Bannock,Idaho,US,America/Boise,208
Behavioral Treatment Center LLC,210 East Center StreetSuite BPocatello, ID 83201,83201,Pocatello,Bannock,Idaho,US,America/Boise,208
Community Mental Health Services,720 East Lander StreetPocatello, ID 83201,83201,Pocatello,Bannock,Idaho,US,America/Boise,208
Consumer Care LLC,1133 North Main StreetPocatello, ID 83204,83204,Pocatello,Bannock,Idaho,US,America/Boise,208
Healthy Place Counseling Pocatello,1023 Yellowstone AvenueSuite JPocatello, ID 83201,83201,Pocatello,Bannock,Idaho,US,America/Boise,208
Mental Wellness Centers Inc,1070 Hiline RoadSuite 210Pocatello, ID 83201,83201,Pocatello,Bannock,Idaho,US,America/Boise,208
Portneuf Medical Center,Behavioral Health777 Hospital WayPocatello, ID 83201,83201,Pocatello,Bannock,Idaho,US,America/Boise,208
Portneuf Valley Family Center Inc,444 Hospital WaySuite 477Pocatello, ID 83201,83201,Pocatello,Bannock,Idaho,US,America/Boise,208
Redford Counseling and Family Services,1501 Bench RoadPocatello, ID 83201,83201,Pocatello,Bannock,Idaho,US,America/Boise,208
Region VI Division of Behavioral Hlth,State of Idaho Health and Welfare421 Memorial DrivePocatello, ID 83201,83201,Pocatello,Bannock,Idaho,US,America/Boise,208
Safe Haven Hospital of Pocatello,1200 Hospital WayPocatello, ID 83201,83201,Pocatello,Bannock,Idaho,US,America/Boise,208
Salt Lake City VA Medical Center,Pocatello CBOC444 Hospital WaySuite 801Pocatello, ID 83201,83201,Pocatello,Bannock,Idaho,US,America/Boise,208
Abundant Wellness Center,1125 East Polston AvenueSuite APost Falls, ID 83854,83854,Post Falls,Kootenai,Idaho,US,America/Los_Angeles,208
Priestley Mental Health Inc,75 South 1st WestPreston, ID 83263,83263,Preston,Franklin,Idaho,US,America/Boise,208
Redford Counseling and Family Services,195 West OneidaPreston, ID 83263,83263,Preston,Franklin,Idaho,US,America/Boise,208
Alternative Counseling and Rehab,13 10th StreetPriest River, ID 83856,83856,Priest River,Bonner,Idaho,US,America/Los_Angeles,208
Rathdrum Counseling Center LLC,14954 Couer D Alene StreetRathdrum, ID 83858,83858,Rathdrum,Kootenai,Idaho,US,America/Los_Angeles,208
Child and Family Resources,316 North 3rd EastRexburg, ID 83440,83440,Rexburg,Madison,Idaho,US,America/Boise,208
Ostermiller Counseling Services Inc,242 East 7th NorthSuite 4Rexburg, ID 83440,83440,Rexburg,Madison,Idaho,US,America/Boise,208
Region VII Behavioral Health,Adult and Child Mental Health Services333 Walker DriveRexburg, ID 83440,83440,Rexburg,Madison,Idaho,US,America/Boise,208
Rexburg Counseling,859 South Yellowstone HighwaySuite 301Rexburg, ID 83440,83440,Rexburg,Madison,Idaho,US,America/Boise,208
South Fork Services LLC,310 North 2nd EastSuite 112Rexburg, ID 83440,83440,Rexburg,Madison,Idaho,US,America/Boise,208
Tuller Counseling Inc,295 North 3855 EastRigby, ID 83442,83442,Rigby,Jefferson,Idaho,US,America/Boise,208
Progressive Behavior Systems,512 6th StreetRupert, ID 83350,83350,Rupert,Minidoka,Idaho,US,0,208
Healthy Place Counseling,131 North Bridge StreetSuite BSaint Anthony, ID 83445,83445,Saint Anthony,Fremont,Idaho,US,America/Boise,208
Aces Community Services,622 College StreetSuite 2Saint Maries, ID 83861,83861,Saint Maries,Benewah,Idaho,US,America/Los_Angeles,208
Boise VAMC,705 Lena StreetSalmon, ID 83467,83467,Salmon,Lemhi,Idaho,US,America/Boise,208
Human Dynamics and Diagnostics,111 Lillian StreetSuite 101Salmon, ID 83467,83467,Salmon,Lemhi,Idaho,US,America/Boise,208
Lemhi Valley Social Services,1301 Main StreetSuite 3-BSalmon, ID 83467,83467,Salmon,Lemhi,Idaho,US,America/Boise,208
North Idaho Childrens Mental Health,1717 West Ontario AvenueSandpoint, ID 83864,83864,Sandpoint,Bonner,Idaho,US,America/Los_Angeles,208
Loving Care and More Inc,104 Wind River DriveSilverton, ID 83867,83867,Silverton,Shoshone,Idaho,US,America/Los_Angeles,208
Portneuf Valley Family Center Inc,15 West Center StreetSuite 2Soda Springs, ID 83276,83276,Soda Springs,Caribou,Idaho,US,America/Boise,208
Allied Mental Health Services PLLC,11104 West State StreetStar, ID 83669,83669,Star,Ada,Idaho,US,America/Boise,208
Upper Valley Resource and Counseling,1223 South Railroad AvenueSugar City, ID 83448,83448,Sugar City,Madison,Idaho,US,America/Boise,208
Community Support Center,336 Main Avenue SouthTwin Falls, ID 83301,83301,Twin Falls,Twin Falls,Idaho,US,America/Boise,208
Crosspointe Mental Health LLC,DBA Crosspointe Family Services1363 Fillmore StreetTwin Falls, ID 83301,83301,Twin Falls,Twin Falls,Idaho,US,America/Boise,208
Harmony Services Inc,420 Main Avenue SouthTwin Falls, ID 83301,83301,Twin Falls,Twin Falls,Idaho,US,America/Boise,208
IDHW Region 5,Twin Falls823 Harrison StreetTwin Falls, ID 83301,83301,Twin Falls,Twin Falls,Idaho,US,America/Boise,208
Positive Connections LLC,Twin Falls1373 Fillmore StreetTwin Falls, ID 83301,83301,Twin Falls,Twin Falls,Idaho,US,America/Boise,208
ProActive Behavioral Health,264 Main Avenue SouthTwin Falls, ID 83301,83301,Twin Falls,Twin Falls,Idaho,US,America/Boise,208
Progressive Behavior Systems Pa,Twinfalls209 Shoup Avenue WestTwin Falls, ID 83301,83301,Twin Falls,Twin Falls,Idaho,US,America/Boise,208
Psychiatric Services Behavioral,Health Clinic Inc493 Eastland DriveTwin Falls, ID 83301,83301,Twin Falls,Twin Falls,Idaho,US,America/Boise,208
Valley Community Counseling LLC,1092 Eastland Drive NorthSuites C and DTwin Falls, ID 83301,83301,Twin Falls,Twin Falls,Idaho,US,America/Boise,208
Pathways,Weiser115 West Idaho StreetWeiser, ID 83672,83672,Weiser,Washington,Idaho,US,America/Boise,208
Du Page County Health Department,North Public Health Center1111 West Lake StreetAddison, IL 60101,60101,Addison,DuPage,Illinois,US,America/Chicago,630
Lutheran Child and Family Servs of IL,Lutherbrook Child/Adolescent Center343 West Lake StreetAddison, IL 60101,60101,Addison,DuPage,Illinois,US,America/Chicago,630
Alton Memorial Hospital,1 Memorial DriveAlton, IL 62002,62002,Alton,Madison,Illinois,US,America/Chicago,618
Centerstone DBA WellSpring Resources,2615 Edwards StreetAlton, IL 62002,62002,Alton,Madison,Illinois,US,America/Chicago,618
OSF Saint Anthonys Health Center,Psychological Services815 East 5th StreetSuite 101Alton, IL 62002,62002,Alton,Madison,Illinois,US,America/Chicago,618
Community Support Residential,Union County Counseling Services Inc311 West Vienna StreetAnna, IL 62906,62906,Anna,Union,Illinois,US,America/Chicago,618
Union County Counseling Services Inc,204 South StreetAnna, IL 62906,62906,Anna,Union,Illinois,US,America/Chicago,618
F66,Union County Counseling Services IncManion Building202 South StreetAnna, IL 62906,62906,Anna,Union,Illinois,US,America/Chicago,618
Alexian Bros Center for Mental Health,3436 North Kennicott AvenueSuite 114Arlington Heights, IL 60004,60004,Arlington Heights,Cook,Illinois,US,America/Chicago,"84,73,12,224"
Kemmerer Village,941 North 2500 East RoadAssumption, IL 62510,62510,Assumption,Christian,Illinois,US,America/Chicago,217
Association for Individual Development,BH Supervised Living1305 East New Indian TrailAurora, IL 60505,60505,Aurora,Kane,Illinois,US,America/Chicago,"63,03,12,331"
Association for Individual Development,Behavioral Health Outpatient1230 North Highland AvenueAurora, IL 60506,60506,Aurora,Kane,Illinois,US,America/Chicago,630
Presence Mercy Medical Center,Behavioral Health Services1325 North Highland AvenueAurora, IL 60506,60506,Aurora,Kane,Illinois,US,America/Chicago,630
VNA Healthcare,400 North Highland AvenueAurora, IL 60506,60506,Aurora,Kane,Illinois,US,America/Chicago,630
Human Resource Center for Cass County,Cass County Mental Health Association121 East 2nd StreetBeardstown, IL 62618,62618,Beardstown,Cass,Illinois,US,America/Chicago,217
Chestnut Health Systems,12 North 64th StreetBelleville, IL 62223,62223,Belleville,St. Clair,Illinois,US,America/Chicago,618
Lutheran Child and Family Servs of,Illinois317 West Main StreetBelleville, IL 62220,62220,Belleville,St. Clair,Illinois,US,America/Chicago,618
Saint Louis Behav Medicine Institute,521 West Main StreetSuite 201-BBelleville, IL 62220,62220,Belleville,St. Clair,Illinois,US,America/Chicago,618
Rosecrance,Belvidere Clinic915 Alexandra DriveBelvidere, IL 61008,61008,Belvidere,Boone,Illinois,US,America/Chicago,"8,15,779"
MacNeal Hospital,Psychiatry and Behavioral Health Servs3249 South Oak Park AvenueBerwyn, IL 60402,60402,Berwyn,Cook,Illinois,US,America/Chicago,"70,87,73,630"
Pillars,Filmore Center6918 Windsor AvenueBerwyn, IL 60402,60402,Berwyn,Cook,Illinois,US,America/Chicago,"70,87,73,630"
McLean County Center for Human Servs,108 West Market StreetBloomington, IL 61701,61701,Bloomington,McLean,Illinois,US,America/Chicago,309
530 North Center Street,Bloomington, IL 61701,61701,Bloomington,McLean,Illinois,US,America/Chicago,309
Metro South Medical Center,12935 South Gregory StreetBlue Island, IL 60406,60406,Blue Island,Cook,Illinois,US,America/Chicago,"31,27,08,630"
Metropolitan Family Services,13136 South Western AvenueBlue Island, IL 60406,60406,Blue Island,Cook,Illinois,US,America/Chicago,"31,27,08,630"
Edward Hines Junior VA Hospital,Kankakee Clinic581 William Latham DriveSuite 301Bourbonnais, IL 60914,60914,Bourbonnais,Kankakee,Illinois,US,America/Chicago,815
Jewish Child/Family Services,NW Surban Comm Counseling Center135 North Arlington Heights RoadSuite 104Buffalo Grove, IL 60089,60089,Buffalo Grove,Lake,Illinois,US,America/Chicago,"8,47,70,83,12,630"
Stickney Public Health District,Behavioral Health Division5635 State RoadBurbank, IL 60459,60459,Burbank,Cook,Illinois,US,America/Chicago,708
Family Counseling Center Inc,Alexander County Office1401 Washington AvenueCairo, IL 62914,62914,Cairo,Alexander,Illinois,US,America/Chicago,618
North Central BH Systems,229 Martin AvenueCanton, IL 61520,61520,Canton,Fulton,Illinois,US,America/Chicago,309
Centerstone of Illinois,2311 South Illinois AvenueCarbondale, IL 62903,62903,Carbondale,Jackson,Illinois,US,America/Chicago,618
Locust Street Resource Center,320 South Locust StreetCarlinville, IL 62626,62626,Carlinville,Macoupin,Illinois,US,America/Chicago,"2,17,618"
Community Resource Center,580 8th StreetCarlyle, IL 62231,62231,Carlyle,Clinton,Illinois,US,America/Chicago,618
Egyptian Public/MH Dept,White County Office1705 College AvenueCarmi, IL 62821,62821,Carmi,White,Illinois,US,America/Chicago,618
Community Resource Center,904 East Martin Luther King DriveCentralia, IL 62801,62801,Centralia,Marion,Illinois,US,America/Chicago,618
Saint Marys Hospital,Centralia Campus400 North Pleasant AvenueCentralia, IL 62801,62801,Centralia,Marion,Illinois,US,America/Chicago,618
Community Elements Inc,1801 Fox DriveChampaign, IL 61820,61820,Champaign,Champaign,Illinois,US,America/Chicago,"21,73,12,618"
Community Elements Inc,801 North Walnut StreetChampaign, IL 61820,61820,Champaign,Champaign,Illinois,US,America/Chicago,"21,73,12,618"
Family Service of Champaign County,405 South State StreetChampaign, IL 61820,61820,Champaign,Champaign,Illinois,US,America/Chicago,"21,73,12,618"
Advocate Illinois Masonic,Behavioral Health Services938 West Nelson StreetChicago, IL 60657,60657,Chicago,Cook,Illinois,US,America/Chicago,"3,12,773"
Advocate Illinois Masonic Medical Ctr,Behavioral Health Services836 West Wellington AvenueChicago, IL 60657,60657,Chicago,Cook,Illinois,US,America/Chicago,"3,12,773"
Asian Human Services of Chicago Inc,4753 North Broadway StreetSuite 700Chicago, IL 60640,60640,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,847"
F47 F66 F81 F92,Association House1116 North Kedzie AvenueChicago, IL 60651,60651,Chicago,Cook,Illinois,US,America/Chicago,"77,33,12,847"
Auburn Gresham VA CBOC,7731 South Halsted StreetChicago, IL 60620,60620,Chicago,Cook,Illinois,US,America/Chicago,"7,73,312"
Beacon Therapeutic,Outreach Services11740 South Western AvenueChicago, IL 60643,60643,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,847"
Beacon Therapeutic,Longwood Campus10650 South Longwood DriveChicago, IL 60643,60643,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,847"
Behavioral Health and Clinical Servs,2715 West 63rd StreetChicago, IL 60629,60629,Chicago,Cook,Illinois,US,America/Chicago,"70,87,73,312"
Behavioral Health and Clinical Servs,Outpatient Behavioral Health Services2454 West 71st StreetChicago, IL 60629,60629,Chicago,Cook,Illinois,US,America/Chicago,"70,87,73,312"
Bobby E Wright Comp CMHC Inc,9 South Kedzie AvenueChicago, IL 60612,60612,Chicago,Cook,Illinois,US,America/Chicago,"3,12,773"
Bobby E Wright Comp CMHC Inc,Supervised Living Facility (SLF)3525 West Jackson BoulevardChicago, IL 60624,60624,Chicago,Cook,Illinois,US,America/Chicago,"7,73,312"
Chicago Childrens Ctr for Behav Hlth,Saints Mary and Elizabeth Med Center1431 North Claremont AvenueChicago, IL 60622,60622,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,847"
Chicago Department of Public Health,Greater Grand Mid South MH Center4314 South Cottage Grove AvenueChicago, IL 60653,60653,Chicago,Cook,Illinois,US,America/Chicago,"7,73,312"
Chicago Department of Public Health,North River Mental Health Center5801 North Pulaski RoadChicago, IL 60646,60646,Chicago,Cook,Illinois,US,America/Chicago,"77,38,47,312"
Circle Family HealthCare Network,5002 West Madison StreetChicago, IL 60644,60644,Chicago,Cook,Illinois,US,America/Chicago,"7,73,312"
Community Counseling Center of,ChicagoC4 Broadway5710 North Broadway StreetChicago, IL 60660,60660,Chicago,Cook,Illinois,US,America/Chicago,"77,38,47,312"
F31 F70 F91 SP,Community Counseling Center ofChicagoC4 Clark/Adult and Children/Call Ctr4740 North Clark StreetChicago, IL 60640,60640,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,847"
Community Counseling Center of,ChicagoC4 North/Children/Adult2542 West North AvenueChicago, IL 60647,60647,Chicago,Cook,Illinois,US,America/Chicago,"3,12,773"
Community Counseling Center of,ChicagoC4 Peterson/Adult/Children2525 West Peterson AvenueChicago, IL 60659,60659,Chicago,Cook,Illinois,US,America/Chicago,"77,33,12,847"
Community Family Service Center,Catholic Charities1100 South May StreetFloor 2Chicago, IL 60607,60607,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,847"
DePaul Family and Community Services,2219 North Kenmore AvenueSuite 300Chicago, IL 60614,60614,Chicago,Cook,Illinois,US,America/Chicago,"3,12,773"
Deer Rehabilitation Services Inc,1130 South Wabash AvenueChicago, IL 60605,60605,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,21,76,30,708"
Deer Rehabilitation Services Inc,3936 West Roosevelt RoadChicago, IL 60624,60624,Chicago,Cook,Illinois,US,America/Chicago,"7,73,312"
Englewood Mental Health Center,641 West 63rd StreetChicago, IL 60621,60621,Chicago,Cook,Illinois,US,America/Chicago,"7,73,312"
Garfield Park Hospital,520 North Ridgeway AvenueChicago, IL 60624,60624,Chicago,Cook,Illinois,US,America/Chicago,"7,73,312"
Greater Lawn Mental Health Center,4150 West 55th StreetChicago, IL 60632,60632,Chicago,Cook,Illinois,US,America/Chicago,"77,38,47,312"
Habilitative Systems Inc,415 South Kilpatrick AvenueChicago, IL 60644,60644,Chicago,Cook,Illinois,US,America/Chicago,"7,73,312"
Hartgrove Behavioral Health Services,5730 West Roosevelt RoadChicago, IL 60644,60644,Chicago,Cook,Illinois,US,America/Chicago,"7,73,312"
Heartland Health Outreach,4750 North Sheridan RoadSuite 449Chicago, IL 60640,60640,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,847"
F28 F30 F81 F152 SP,Infant Welfare Society of Chicago3600 West Fullerton AvenueChicago, IL 60647,60647,Chicago,Cook,Illinois,US,America/Chicago,"3,12,773"
Jackson Park Hospital/Medical Center,Psychiatric Services7531 South Stony Island AvenueChicago, IL 60649,60649,Chicago,Cook,Illinois,US,America/Chicago,"77,33,12,847"
Jesse Brown VAMC,Mental Hygiene (116A)820 South Damen AvenueChicago, IL 60612,60612,Chicago,Cook,Illinois,US,America/Chicago,"3,12,773"
Jewish Child/Family Services,Chicago City Community Counseling Ctr3145 West Pratt BoulevardChicago, IL 60645,60645,Chicago,Cook,Illinois,US,America/Chicago,"77,33,12,847"
Jewish Child/Family Services,Virginia Frank Child Developmnt Center6639 North KedzieChicago, IL 60645,60645,Chicago,Cook,Illinois,US,America/Chicago,"77,33,12,847"
John H Stroger Jr Hospital,Psychiatry Department1901 West Harrison StreetChicago, IL 60612,60612,Chicago,Cook,Illinois,US,America/Chicago,"3,12,773"
F4 F28 F30 F36 SP,Juvenile Protective Association1707 North Halsted StreetChicago, IL 60614,60614,Chicago,Cook,Illinois,US,America/Chicago,"3,12,773"
Lakeside VA CBOC,211 East Ontario Street12th FloorChicago, IL 60611,60611,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,630"
Lawrence Center for Outpatient Servs,850 West Lawrence AvenueChicago, IL 60640,60640,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,847"
Lawrence Hall,4833 North Francisco AvenueChicago, IL 60625,60625,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,847"
Loretto Hospital,Outpatient Behavioral Health5524 West Harrison StreetChicago, IL 60644,60644,Chicago,Cook,Illinois,US,America/Chicago,"7,73,312"
Lutheran Social Services of Illinois,4840 West Byron StreetChicago, IL 60641,60641,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,630"
Lydia Home Association,4300 West Irving Park RoadChicago, IL 60641,60641,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,630"
Mercy Home for Boys/Girls,Hay Campus1140 West Jackson BoulevardChicago, IL 60607,60607,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,847"
Mercy Hospital and Medical Center,Mental Health Unit2525 Michigan AvenueFloor 4Chicago, IL 60616,60616,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,630"
Methodist Hospital of Chicago,5025 North Paulina StreetChicago, IL 60640,60640,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,847"
F66 F81 SP,Metropolitan Family Services3062 East 91st StreetChicago, IL 60617,60617,Chicago,Cook,Illinois,US,America/Chicago,"77,33,12,708"
Mount Sinai Hospital Medical Center,Outpatient Treatment Services15th Street at CaliforniaChicago, IL 60608,60608,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,630"
Mount Sinai Hospital Medical Center,Residential Treatment Services15th Street at CaliforniaChicago, IL 60608,60608,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,630"
Norwegian American Hospital,1044 North Francisco AvenueChicago, IL 60622,60622,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,847"
1007 West Harrison Street,Room 3011-A (M/C 285)Chicago, IL 60607,60607,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,847"
Pilsen Little Village CMHC Inc,Administration Building2319 South Damen AvenueChicago, IL 60608,60608,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,630"
Pilsen Wellness Center Inc,Brighton Park2456 West 38th StreetChicago, IL 60632,60632,Chicago,Cook,Illinois,US,America/Chicago,"77,38,47,312"
Pilsen Wellness Center Inc,DSA Cmk 31133113 West Cermak RoadChicago, IL 60623,60623,Chicago,Cook,Illinois,US,America/Chicago,"77,33,12,708"
Pilsen Wellness Center Inc,Outpatient Recovery Center (ORC)2015 West Cermak RoadChicago, IL 60608,60608,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,630"
Pilsen Wellness Center Inc,Pilsen Inn Residential Program2635 West 23rd StreetChicago, IL 60608,60608,Chicago,Cook,Illinois,US,America/Chicago,"31,27,73,630"
