State,Type,County,,Motivation,Crime Count
Kansas,Nonmetropolitan Counties,Marshall,,4th Quarter,0
Kansas,Nonmetropolitan Counties,McPherson,,Ancestry,1
Kansas,Nonmetropolitan Counties,McPherson,,Religion,0
Kansas,Nonmetropolitan Counties,McPherson,,Sexual orientation,0
Kansas,Nonmetropolitan Counties,McPherson,,Disability,0
Kansas,Nonmetropolitan Counties,McPherson,,Gender,0
Kansas,Nonmetropolitan Counties,McPherson,,Gender Identity,0
Kansas,Nonmetropolitan Counties,McPherson,,1st Quarter,0
Kansas,Nonmetropolitan Counties,McPherson,,2nd Quarter,1
Kansas,Nonmetropolitan Counties,McPherson,,3rd Quarter,0
Kansas,Nonmetropolitan Counties,McPherson,,4th Quarter,0
Kansas,Nonmetropolitan Counties,Montgomery,,Ancestry,1
Kansas,Nonmetropolitan Counties,Montgomery,,Religion,1
Kansas,Nonmetropolitan Counties,Montgomery,,Sexual orientation,0
Kansas,Nonmetropolitan Counties,Montgomery,,Disability,0
Kansas,Nonmetropolitan Counties,Montgomery,,Gender,0
Kansas,Nonmetropolitan Counties,Montgomery,,Gender Identity,0
Kansas,Nonmetropolitan Counties,Montgomery,,1st Quarter,0
Kansas,Nonmetropolitan Counties,Montgomery,,2nd Quarter,0
Kansas,Nonmetropolitan Counties,Montgomery,,3rd Quarter,1
Kansas,Nonmetropolitan Counties,Montgomery,,4th Quarter,1
Kansas,Nonmetropolitan Counties,Rawlins,,Ancestry,0
Kansas,Nonmetropolitan Counties,Rawlins,,Religion,0
Kansas,Nonmetropolitan Counties,Rawlins,,Sexual orientation,0
Kansas,Nonmetropolitan Counties,Rawlins,,Disability,0
Kansas,Nonmetropolitan Counties,Rawlins,,Gender,1
Kansas,Nonmetropolitan Counties,Rawlins,,Gender Identity,0
Kansas,Nonmetropolitan Counties,Rawlins,,1st Quarter,0
Kansas,Nonmetropolitan Counties,Rawlins,,2nd Quarter,1
Kansas,Nonmetropolitan Counties,Rawlins,,3rd Quarter,0
Kansas,Nonmetropolitan Counties,Rawlins,,4th Quarter, 
Kansas,Nonmetropolitan Counties,Rush,,Ancestry,0
Kansas,Nonmetropolitan Counties,Rush,,Religion,0
Kansas,Nonmetropolitan Counties,Rush,,Sexual orientation,0
Kansas,Nonmetropolitan Counties,Rush,,Disability,0
Kansas,Nonmetropolitan Counties,Rush,,Gender,1
Kansas,Nonmetropolitan Counties,Rush,,Gender Identity,0
Kansas,Nonmetropolitan Counties,Rush,,1st Quarter,0
Kansas,Nonmetropolitan Counties,Rush,,2nd Quarter,0
Kansas,Nonmetropolitan Counties,Rush,,3rd Quarter,1
Kansas,Nonmetropolitan Counties,Rush,,4th Quarter,0
Kansas,Nonmetropolitan Counties,Russell,,Ancestry,1
Kansas,Nonmetropolitan Counties,Russell,,Religion,0
Kansas,Nonmetropolitan Counties,Russell,,Sexual orientation,0
Kansas,Nonmetropolitan Counties,Russell,,Disability,0
Kansas,Nonmetropolitan Counties,Russell,,Gender,0
Kansas,Nonmetropolitan Counties,Russell,,Gender Identity,0
Kansas,Nonmetropolitan Counties,Russell,,1st Quarter,1
Kansas,Nonmetropolitan Counties,Russell,,2nd Quarter,0
Kansas,Nonmetropolitan Counties,Russell,,3rd Quarter,0
Kansas,Nonmetropolitan Counties,Russell,,4th Quarter,0
Kansas,Nonmetropolitan Counties,Saline,,Ancestry,1
Kansas,Nonmetropolitan Counties,Saline,,Religion,0
Kansas,Nonmetropolitan Counties,Saline,,Sexual orientation,0
Kansas,Nonmetropolitan Counties,Saline,,Disability,0
Kansas,Nonmetropolitan Counties,Saline,,Gender,0
Kansas,Nonmetropolitan Counties,Saline,,Gender Identity,0
Kansas,Nonmetropolitan Counties,Saline,,1st Quarter,0
Kansas,Nonmetropolitan Counties,Saline,,2nd Quarter,0
Kansas,Nonmetropolitan Counties,Saline,,3rd Quarter,1
Kansas,Nonmetropolitan Counties,Saline,,4th Quarter,0
Kansas,State Police Agencies,Highway Patrol,,Ancestry,0
Kansas,State Police Agencies,Highway Patrol,,Religion,1
Kansas,State Police Agencies,Highway Patrol,,Sexual orientation,0
Kansas,State Police Agencies,Highway Patrol,,Disability,0
Kansas,State Police Agencies,Highway Patrol,,Gender,0
Kansas,State Police Agencies,Highway Patrol,,Gender Identity,0
Kansas,State Police Agencies,Highway Patrol,,1st Quarter,1
Kansas,State Police Agencies,Highway Patrol,,2nd Quarter,0
Kansas,State Police Agencies,Highway Patrol,,3rd Quarter,0
Kansas,State Police Agencies,Highway Patrol,,4th Quarter,0
Kansas,Tribal Agencies,Potawatomi Tribal,,Ancestry,0
Kansas,Tribal Agencies,Potawatomi Tribal,,Religion,0
Kansas,Tribal Agencies,Potawatomi Tribal,,Sexual orientation,1
Kansas,Tribal Agencies,Potawatomi Tribal,,Disability,0
Kansas,Tribal Agencies,Potawatomi Tribal,,Gender,0
Kansas,Tribal Agencies,Potawatomi Tribal,,Gender Identity,0
Kansas,Tribal Agencies,Potawatomi Tribal,,1st Quarter,0
Kansas,Tribal Agencies,Potawatomi Tribal,,2nd Quarter,0
Kansas,Tribal Agencies,Potawatomi Tribal,,3rd Quarter,0
Kansas,Tribal Agencies,Potawatomi Tribal,,4th Quarter,1
Kansas,Other Agencies,Reno County Drug Enforcement Unit,,Ancestry,0
Kansas,Other Agencies,Reno County Drug Enforcement Unit,,Religion,2
Kansas,Other Agencies,Reno County Drug Enforcement Unit,,Sexual orientation,0
Kansas,Other Agencies,Reno County Drug Enforcement Unit,,Disability,0
Kansas,Other Agencies,Reno County Drug Enforcement Unit,,Gender,0
Kansas,Other Agencies,Reno County Drug Enforcement Unit,,Gender Identity,0
Kansas,Other Agencies,Reno County Drug Enforcement Unit,,1st Quarter,2
Kansas,Other Agencies,Reno County Drug Enforcement Unit,,2nd Quarter,0
Kansas,Other Agencies,Reno County Drug Enforcement Unit,,3rd Quarter, 
Kansas,Other Agencies,Reno County Drug Enforcement Unit,,4th Quarter, 
Kentucky,Cities,Ashland,,Ancestry,3
Kentucky,Cities,Ashland,,Religion,0
Kentucky,Cities,Ashland,,Sexual orientation,0
Kentucky,Cities,Ashland,,Disability,0
Kentucky,Cities,Ashland,,Gender,0
Kentucky,Cities,Ashland,,Gender Identity,0
Kentucky,Cities,Ashland,,1st Quarter,0
Kentucky,Cities,Ashland,,2nd Quarter,2
Kentucky,Cities,Ashland,,3rd Quarter,1
Kentucky,Cities,Ashland,,4th Quarter,0
Kentucky,Cities,Bellevue,,Ancestry,1
Kentucky,Cities,Bellevue,,Religion,0
Kentucky,Cities,Bellevue,,Sexual orientation,0
Kentucky,Cities,Bellevue,,Disability,0
Kentucky,Cities,Bellevue,,Gender,0
Kentucky,Cities,Bellevue,,Gender Identity,0
Kentucky,Cities,Bellevue,,1st Quarter,0
Kentucky,Cities,Bellevue,,2nd Quarter,1
Kentucky,Cities,Bellevue,,3rd Quarter,0
Kentucky,Cities,Bellevue,,4th Quarter,0
Kentucky,Cities,Berea,,Ancestry,2
Kentucky,Cities,Berea,,Religion,0
Kentucky,Cities,Berea,,Sexual orientation,0
Kentucky,Cities,Berea,,Disability,0
Kentucky,Cities,Berea,,Gender,0
Kentucky,Cities,Berea,,Gender Identity,0
Kentucky,Cities,Berea,,1st Quarter,0
Kentucky,Cities,Berea,,2nd Quarter,0
Kentucky,Cities,Berea,,3rd Quarter,1
Kentucky,Cities,Berea,,4th Quarter,1
Kentucky,Cities,Bowling Green2,,Ancestry,3
Kentucky,Cities,Bowling Green2,,Religion,2
Kentucky,Cities,Bowling Green2,,Sexual orientation,0
Kentucky,Cities,Bowling Green2,,Disability,0
Kentucky,Cities,Bowling Green2,,Gender,0
Kentucky,Cities,Bowling Green2,,Gender Identity,0
Kentucky,Cities,Bowling Green2,,1st Quarter,2
Kentucky,Cities,Bowling Green2,,2nd Quarter,0
Kentucky,Cities,Bowling Green2,,3rd Quarter,1
Kentucky,Cities,Bowling Green2,,4th Quarter,1
Kentucky,Cities,Covington,,Ancestry,1
Kentucky,Cities,Covington,,Religion,0
Kentucky,Cities,Covington,,Sexual orientation,1
Kentucky,Cities,Covington,,Disability,0
Kentucky,Cities,Covington,,Gender,0
Kentucky,Cities,Covington,,Gender Identity,1
Kentucky,Cities,Covington,,1st Quarter,1
Kentucky,Cities,Covington,,2nd Quarter,0
Kentucky,Cities,Covington,,3rd Quarter,1
Kentucky,Cities,Covington,,4th Quarter,1
Kentucky,Cities,Cynthiana,,Ancestry,3
Kentucky,Cities,Cynthiana,,Religion,0
Kentucky,Cities,Cynthiana,,Sexual orientation,0
Kentucky,Cities,Cynthiana,,Disability,0
Kentucky,Cities,Cynthiana,,Gender,0
Kentucky,Cities,Cynthiana,,Gender Identity,0
Kentucky,Cities,Cynthiana,,1st Quarter,1
Kentucky,Cities,Cynthiana,,2nd Quarter,2
Kentucky,Cities,Cynthiana,,3rd Quarter,0
Kentucky,Cities,Cynthiana,,4th Quarter,0
Kentucky,Cities,Dayton,,Ancestry,1
Kentucky,Cities,Dayton,,Religion,0
Kentucky,Cities,Dayton,,Sexual orientation,0
Kentucky,Cities,Dayton,,Disability,0
Kentucky,Cities,Dayton,,Gender,0
Kentucky,Cities,Dayton,,Gender Identity,0
Kentucky,Cities,Dayton,,1st Quarter,1
Kentucky,Cities,Dayton,,2nd Quarter,0
Kentucky,Cities,Dayton,,3rd Quarter,0
Kentucky,Cities,Dayton,,4th Quarter,0
Kentucky,Cities,Eminence,,Ancestry,1
Kentucky,Cities,Eminence,,Religion,0
Kentucky,Cities,Eminence,,Sexual orientation,0
Kentucky,Cities,Eminence,,Disability,0
Kentucky,Cities,Eminence,,Gender,0
Kentucky,Cities,Eminence,,Gender Identity,0
Kentucky,Cities,Eminence,,1st Quarter,0
Kentucky,Cities,Eminence,,2nd Quarter,0
Kentucky,Cities,Eminence,,3rd Quarter,1
Kentucky,Cities,Eminence,,4th Quarter,0
Kentucky,Cities,Falmouth,,Ancestry,1
Kentucky,Cities,Falmouth,,Religion,0
Kentucky,Cities,Falmouth,,Sexual orientation,0
Kentucky,Cities,Falmouth,,Disability,0
Kentucky,Cities,Falmouth,,Gender,0
Kentucky,Cities,Falmouth,,Gender Identity,0
Kentucky,Cities,Falmouth,,1st Quarter,0
Kentucky,Cities,Falmouth,,2nd Quarter,0
Kentucky,Cities,Falmouth,,3rd Quarter,1
Kentucky,Cities,Falmouth,,4th Quarter,0
Kentucky,Cities,Florence,,Ancestry,1
Kentucky,Cities,Florence,,Religion,0
Kentucky,Cities,Florence,,Sexual orientation,0
Kentucky,Cities,Florence,,Disability,0
Kentucky,Cities,Florence,,Gender,0
Kentucky,Cities,Florence,,Gender Identity,0
Kentucky,Cities,Florence,,1st Quarter,0
Kentucky,Cities,Florence,,2nd Quarter,0
Kentucky,Cities,Florence,,3rd Quarter,0
Kentucky,Cities,Florence,,4th Quarter,1
Kentucky,Cities,Frankfort,,Ancestry,1
Kentucky,Cities,Frankfort,,Religion,0
Kentucky,Cities,Frankfort,,Sexual orientation,0
Kentucky,Cities,Frankfort,,Disability,0
Kentucky,Cities,Frankfort,,Gender,0
Kentucky,Cities,Frankfort,,Gender Identity,0
Kentucky,Cities,Frankfort,,1st Quarter,1
Kentucky,Cities,Frankfort,,2nd Quarter,0
Kentucky,Cities,Frankfort,,3rd Quarter,0
Kentucky,Cities,Frankfort,,4th Quarter,0
Kentucky,Cities,Glasgow,,Ancestry,1
Kentucky,Cities,Glasgow,,Religion,0
Kentucky,Cities,Glasgow,,Sexual orientation,0
Kentucky,Cities,Glasgow,,Disability,0
Kentucky,Cities,Glasgow,,Gender,0
Kentucky,Cities,Glasgow,,Gender Identity,0
Kentucky,Cities,Glasgow,,1st Quarter,0
Kentucky,Cities,Glasgow,,2nd Quarter,0
Kentucky,Cities,Glasgow,,3rd Quarter,1
Kentucky,Cities,Glasgow,,4th Quarter,0
Kentucky,Cities,Grayson,,Ancestry,1
Kentucky,Cities,Grayson,,Religion,0
Kentucky,Cities,Grayson,,Sexual orientation,0
Kentucky,Cities,Grayson,,Disability,0
Kentucky,Cities,Grayson,,Gender,0
Kentucky,Cities,Grayson,,Gender Identity,0
Kentucky,Cities,Grayson,,1st Quarter,0
Kentucky,Cities,Grayson,,2nd Quarter,0
Kentucky,Cities,Grayson,,3rd Quarter,1
Kentucky,Cities,Grayson,,4th Quarter,0
Kentucky,Cities,Hopkinsville,,Ancestry,2
Kentucky,Cities,Hopkinsville,,Religion,0
Kentucky,Cities,Hopkinsville,,Sexual orientation,0
Kentucky,Cities,Hopkinsville,,Disability,0
Kentucky,Cities,Hopkinsville,,Gender,0
Kentucky,Cities,Hopkinsville,,Gender Identity,0
Kentucky,Cities,Hopkinsville,,1st Quarter,1
Kentucky,Cities,Hopkinsville,,2nd Quarter,0
Kentucky,Cities,Hopkinsville,,3rd Quarter,0
Kentucky,Cities,Hopkinsville,,4th Quarter,1
Kentucky,Cities,Independence,,Ancestry,0
Kentucky,Cities,Independence,,Religion,0
Kentucky,Cities,Independence,,Sexual orientation,1
Kentucky,Cities,Independence,,Disability,0
Kentucky,Cities,Independence,,Gender,0
Kentucky,Cities,Independence,,Gender Identity,0
Kentucky,Cities,Independence,,1st Quarter,0
Kentucky,Cities,Independence,,2nd Quarter,0
Kentucky,Cities,Independence,,3rd Quarter,1
Kentucky,Cities,Independence,,4th Quarter,0
Kentucky,Cities,Indian Hills,,Ancestry,1
Kentucky,Cities,Indian Hills,,Religion,0
Kentucky,Cities,Indian Hills,,Sexual orientation,0
Kentucky,Cities,Indian Hills,,Disability,0
Kentucky,Cities,Indian Hills,,Gender,0
Kentucky,Cities,Indian Hills,,Gender Identity,0
Kentucky,Cities,Indian Hills,,1st Quarter,1
Kentucky,Cities,Indian Hills,,2nd Quarter,0
Kentucky,Cities,Indian Hills,,3rd Quarter,0
Kentucky,Cities,Indian Hills,,4th Quarter,0
Kentucky,Cities,Jeffersontown,,Ancestry,1
Kentucky,Cities,Jeffersontown,,Religion,0
Kentucky,Cities,Jeffersontown,,Sexual orientation,0
Kentucky,Cities,Jeffersontown,,Disability,0
Kentucky,Cities,Jeffersontown,,Gender,0
Kentucky,Cities,Jeffersontown,,Gender Identity,0
Kentucky,Cities,Jeffersontown,,1st Quarter,0
Kentucky,Cities,Jeffersontown,,2nd Quarter,0
Kentucky,Cities,Jeffersontown,,3rd Quarter,0
Kentucky,Cities,Jeffersontown,,4th Quarter,1
Kentucky,Cities,La Grange,,Ancestry,1
Kentucky,Cities,La Grange,,Religion,0
Kentucky,Cities,La Grange,,Sexual orientation,1
Kentucky,Cities,La Grange,,Disability,0
Kentucky,Cities,La Grange,,Gender,0
Kentucky,Cities,La Grange,,Gender Identity,0
Kentucky,Cities,La Grange,,1st Quarter,0
Kentucky,Cities,La Grange,,2nd Quarter,1
Kentucky,Cities,La Grange,,3rd Quarter,1
Kentucky,Cities,La Grange,,4th Quarter,0
Kentucky,Cities,Leitchfield,,Ancestry,1
Kentucky,Cities,Leitchfield,,Religion,0
Kentucky,Cities,Leitchfield,,Sexual orientation,0
Kentucky,Cities,Leitchfield,,Disability,0
Kentucky,Cities,Leitchfield,,Gender,0
Kentucky,Cities,Leitchfield,,Gender Identity,0
Kentucky,Cities,Leitchfield,,1st Quarter,0
Kentucky,Cities,Leitchfield,,2nd Quarter,0
Kentucky,Cities,Leitchfield,,3rd Quarter,1
Kentucky,Cities,Leitchfield,,4th Quarter,0
Kentucky,Cities,Lexington2,,Ancestry,18
Kentucky,Cities,Lexington2,,Religion,5
Kentucky,Cities,Lexington2,,Sexual orientation,6
Kentucky,Cities,Lexington2,,Disability,0
Kentucky,Cities,Lexington2,,Gender,0
Kentucky,Cities,Lexington2,,Gender Identity,2
Kentucky,Cities,Lexington2,,1st Quarter,5
Kentucky,Cities,Lexington2,,2nd Quarter,7
Kentucky,Cities,Lexington2,,3rd Quarter,11
Kentucky,Cities,Lexington2,,4th Quarter,5
Kentucky,Cities,Louisville Metro,,Ancestry,27
Kentucky,Cities,Louisville Metro,,Religion,2
Kentucky,Cities,Louisville Metro,,Sexual orientation,3
Kentucky,Cities,Louisville Metro,,Disability,0
Kentucky,Cities,Louisville Metro,,Gender,0
Kentucky,Cities,Louisville Metro,,Gender Identity,0
Kentucky,Cities,Louisville Metro,,1st Quarter,3
Kentucky,Cities,Louisville Metro,,2nd Quarter,12
Kentucky,Cities,Louisville Metro,,3rd Quarter,9
Kentucky,Cities,Louisville Metro,,4th Quarter,8
Kentucky,Cities,Marion,,Ancestry,1
Kentucky,Cities,Marion,,Religion,0
Kentucky,Cities,Marion,,Sexual orientation,0
Kentucky,Cities,Marion,,Disability,0
Kentucky,Cities,Marion,,Gender,0
Kentucky,Cities,Marion,,Gender Identity,0
Kentucky,Cities,Marion,,1st Quarter,0
Kentucky,Cities,Marion,,2nd Quarter,0
Kentucky,Cities,Marion,,3rd Quarter,0
Kentucky,Cities,Marion,,4th Quarter,1
Kentucky,Cities,Maysville,,Ancestry,0
Kentucky,Cities,Maysville,,Religion,0
Kentucky,Cities,Maysville,,Sexual orientation,1
Kentucky,Cities,Maysville,,Disability,0
Kentucky,Cities,Maysville,,Gender,0
Kentucky,Cities,Maysville,,Gender Identity,0
Kentucky,Cities,Maysville,,1st Quarter,0
Kentucky,Cities,Maysville,,2nd Quarter,1
Kentucky,Cities,Maysville,,3rd Quarter,0
Kentucky,Cities,Maysville,,4th Quarter,0
Kentucky,Cities,Middlesboro,,Ancestry,1
Kentucky,Cities,Middlesboro,,Religion,0
Kentucky,Cities,Middlesboro,,Sexual orientation,0
Kentucky,Cities,Middlesboro,,Disability,0
Kentucky,Cities,Middlesboro,,Gender,0
Kentucky,Cities,Middlesboro,,Gender Identity,0
Kentucky,Cities,Middlesboro,,1st Quarter,0
Kentucky,Cities,Middlesboro,,2nd Quarter,0
Kentucky,Cities,Middlesboro,,3rd Quarter,1
Kentucky,Cities,Middlesboro,,4th Quarter,0
Kentucky,Cities,Morehead,,Ancestry,1
Kentucky,Cities,Morehead,,Religion,0
Kentucky,Cities,Morehead,,Sexual orientation,0
Kentucky,Cities,Morehead,,Disability,0
Kentucky,Cities,Morehead,,Gender,0
Kentucky,Cities,Morehead,,Gender Identity,0
Kentucky,Cities,Morehead,,1st Quarter,0
Kentucky,Cities,Morehead,,2nd Quarter,0
Kentucky,Cities,Morehead,,3rd Quarter,1
Kentucky,Cities,Morehead,,4th Quarter,0
Kentucky,Cities,Murray,,Ancestry,4
Kentucky,Cities,Murray,,Religion,0
Kentucky,Cities,Murray,,Sexual orientation,0
Kentucky,Cities,Murray,,Disability,0
Kentucky,Cities,Murray,,Gender,0
Kentucky,Cities,Murray,,Gender Identity,0
Kentucky,Cities,Murray,,1st Quarter,0
Kentucky,Cities,Murray,,2nd Quarter,3
Kentucky,Cities,Murray,,3rd Quarter,1
Kentucky,Cities,Murray,,4th Quarter,0
Kentucky,Cities,Newport,,Ancestry,3
Kentucky,Cities,Newport,,Religion,0
Kentucky,Cities,Newport,,Sexual orientation,0
Kentucky,Cities,Newport,,Disability,0
Kentucky,Cities,Newport,,Gender,0
Kentucky,Cities,Newport,,Gender Identity,0
Kentucky,Cities,Newport,,1st Quarter,0
Kentucky,Cities,Newport,,2nd Quarter,2
Kentucky,Cities,Newport,,3rd Quarter,1
Kentucky,Cities,Newport,,4th Quarter,0
Kentucky,Cities,Owensboro,,Ancestry,4
Kentucky,Cities,Owensboro,,Religion,1
Kentucky,Cities,Owensboro,,Sexual orientation,0
Kentucky,Cities,Owensboro,,Disability,0
Kentucky,Cities,Owensboro,,Gender,0
Kentucky,Cities,Owensboro,,Gender Identity,0
Kentucky,Cities,Owensboro,,1st Quarter,0
Kentucky,Cities,Owensboro,,2nd Quarter,2
Kentucky,Cities,Owensboro,,3rd Quarter,2
Kentucky,Cities,Owensboro,,4th Quarter,1
Kentucky,Cities,Paducah2,,Ancestry,3
Kentucky,Cities,Paducah2,,Religion,1
Kentucky,Cities,Paducah2,,Sexual orientation,1
Kentucky,Cities,Paducah2,,Disability,0
Kentucky,Cities,Paducah2,,Gender,1
Kentucky,Cities,Paducah2,,Gender Identity,0
Kentucky,Cities,Paducah2,,1st Quarter,1
Kentucky,Cities,Paducah2,,2nd Quarter,2
Kentucky,Cities,Paducah2,,3rd Quarter,0
Kentucky,Cities,Paducah2,,4th Quarter,1
Kentucky,Cities,Paris,,Ancestry,1
Kentucky,Cities,Paris,,Religion,0
Kentucky,Cities,Paris,,Sexual orientation,0
Kentucky,Cities,Paris,,Disability,0
Kentucky,Cities,Paris,,Gender,0
Kentucky,Cities,Paris,,Gender Identity,0
Kentucky,Cities,Paris,,1st Quarter,0
Kentucky,Cities,Paris,,2nd Quarter,0
Kentucky,Cities,Paris,,3rd Quarter,1
Kentucky,Cities,Paris,,4th Quarter,0
Kentucky,Cities,Radcliff,,Ancestry,2
Kentucky,Cities,Radcliff,,Religion,0
Kentucky,Cities,Radcliff,,Sexual orientation,0
Kentucky,Cities,Radcliff,,Disability,0
Kentucky,Cities,Radcliff,,Gender,0
Kentucky,Cities,Radcliff,,Gender Identity,0
Kentucky,Cities,Radcliff,,1st Quarter,0
Kentucky,Cities,Radcliff,,2nd Quarter,2
Kentucky,Cities,Radcliff,,3rd Quarter,0
Kentucky,Cities,Radcliff,,4th Quarter,0
Kentucky,Cities,Richmond2,,Ancestry,1
Kentucky,Cities,Richmond2,,Religion,1
Kentucky,Cities,Richmond2,,Sexual orientation,0
Kentucky,Cities,Richmond2,,Disability,0
Kentucky,Cities,Richmond2,,Gender,1
Kentucky,Cities,Richmond2,,Gender Identity,0
Kentucky,Cities,Richmond2,,1st Quarter,1
Kentucky,Cities,Richmond2,,2nd Quarter,0
Kentucky,Cities,Richmond2,,3rd Quarter,1
Kentucky,Cities,Richmond2,,4th Quarter,0
Kentucky,Cities,Russell Springs,,Ancestry,2
Kentucky,Cities,Russell Springs,,Religion,0
Kentucky,Cities,Russell Springs,,Sexual orientation,0
Kentucky,Cities,Russell Springs,,Disability,0
Kentucky,Cities,Russell Springs,,Gender,0
Kentucky,Cities,Russell Springs,,Gender Identity,0
Kentucky,Cities,Russell Springs,,1st Quarter,0
Kentucky,Cities,Russell Springs,,2nd Quarter,1
Kentucky,Cities,Russell Springs,,3rd Quarter,1
Kentucky,Cities,Russell Springs,,4th Quarter,0
Kentucky,Cities,Scottsville,,Ancestry,1
Kentucky,Cities,Scottsville,,Religion,1
Kentucky,Cities,Scottsville,,Sexual orientation,0
Kentucky,Cities,Scottsville,,Disability,0
Kentucky,Cities,Scottsville,,Gender,0
Kentucky,Cities,Scottsville,,Gender Identity,0
Kentucky,Cities,Scottsville,,1st Quarter,1
Kentucky,Cities,Scottsville,,2nd Quarter,0
Kentucky,Cities,Scottsville,,3rd Quarter,0
Kentucky,Cities,Scottsville,,4th Quarter,1
Kentucky,Cities,Shively,,Ancestry,1
Kentucky,Cities,Shively,,Religion,0
Kentucky,Cities,Shively,,Sexual orientation,0
Kentucky,Cities,Shively,,Disability,0
Kentucky,Cities,Shively,,Gender,0
Kentucky,Cities,Shively,,Gender Identity,0
Kentucky,Cities,Shively,,1st Quarter,0
Kentucky,Cities,Shively,,2nd Quarter,1
Kentucky,Cities,Shively,,3rd Quarter,0
Kentucky,Cities,Shively,,4th Quarter,0
Kentucky,Cities,St. Matthews,,Ancestry,1
Kentucky,Cities,St. Matthews,,Religion,1
Kentucky,Cities,St. Matthews,,Sexual orientation,0
Kentucky,Cities,St. Matthews,,Disability,0
Kentucky,Cities,St. Matthews,,Gender,0
Kentucky,Cities,St. Matthews,,Gender Identity,0
Kentucky,Cities,St. Matthews,,1st Quarter,0
Kentucky,Cities,St. Matthews,,2nd Quarter,0
Kentucky,Cities,St. Matthews,,3rd Quarter,2
Kentucky,Cities,St. Matthews,,4th Quarter,0
Kentucky,Cities,Warsaw,,Ancestry,1
Kentucky,Cities,Warsaw,,Religion,0
Kentucky,Cities,Warsaw,,Sexual orientation,0
